participant,language,task,word,stop,foll_vowel, type, duration,corr,excl,reason,negvotva,posvotva,
38,hu,c,ka,k,ɑ,POS_VOT,39,,,,,,
51,hu,s,ka,k,ɑ,POS_VOT,26,,,,,,
60,hu,s,ká,k,aː,POS_VOT,26,,,,,,
23,hu,c,kabátjuk,k,ɑ,POS_VOT,33,,,,,,
149,hu,q,kabátomat,k,ɑ,POS_VOT,34,,,,,,
3,hu,q,kabátra,k,ɑ,POS_VOT,35,,,,,,
78,hu,c,kábé,k,aː,POS_VOT,25,,,,,,
147,hu,q,kábítószer,k,aː,POS_VOT,40,,,,,,
78,hu,q,kacérkodtam,k,ɑ,POS_VOT,35,,,,,,
45,hu,q,kacifántos,k,ɑ,POS_VOT,15,,,,,,
2,hu,s,kada,k,ɑ,,,,TRUE,NR,,,
79,hu,c,kádba,k,aː,POS_VOT,16,,,,,,
51,hu,q,káefténk,k,aː,POS_VOT,38,TRUE,,,,,
29,hu,c,kairer,k,ɑ,POS_VOT,43,,,,,,
147,hu,c,kaizerszbe,k,ɑ,POS_VOT,38,,,,,,
1,hu,c,kaland,k,ɑ,POS_VOT,43,,,,,,
47,hu,senr,kalandjait,k,ɑ,POS_VOT,42,,,,,,
14,hu,q,kalandom,k,ɑ,POS_VOT,31,,,,,,
78,hu,q,kalandos,k,ɑ,POS_VOT,49,FALSE,,,,,
1,hu,c,kalandosra,k,ɑ,POS_VOT,15,,,,,,
24,hu,senr,kalandot,k,ɑ,POS_VOT,55,FALSE,,,,,
32,hu,q,kalappal,k,ɑ,POS_VOT,48,FALSE,,,,,
6,hu,senr,kalauz,k,ɑ,POS_VOT,31,,,,,,
4,hu,q,kalauzokkal,k,ɑ,,,,TRUE,NR,,,
4,hu,c,kálvária,k,aː,POS_VOT,51,FALSE,,,,,
4,hu,c,kálvária,k,aː,POS_VOT,29,,,,,,
78,hu,q,kálvin,k,aː,,,,TRUE,NR,,,
78,hu,q,kálvin,k,aː,POS_VOT,38,,,,,,
79,hu,q,kamaszkorát,k,ɑ,POS_VOT,61,FALSE,,,,,
29,hu,q,kamaszkorban,k,ɑ,POS_VOT,31,TRUE,,,,,
14,hu,q,kamerák,k,ɑ,POS_VOT,37,,,,,,
32,hu,q,kamerával,k,ɑ,POS_VOT,39,,,,,,
78,hu,c,kabisz,k,ɑ,POS_VOT,53,FALSE,,,,,
147,hu,s,kada,k,ɑ,POS_VOT,40,,,,,,
49,hu,s,kadában,k,ɑ,POS_VOT,20,,,,,,
79,hu,s,kadában,k,ɑ,POS_VOT,40,,,,,,
1,hu,s,kadai,k,ɑ,POS_VOT,18,,,,,,
2,hu,s,kadai,k,ɑ,,,,TRUE,NR,,,
6,hu,s,kadai,k,ɑ,,,,TRUE,NR,,,
10,hu,s,kadai,k,ɑ,POS_VOT,50,FALSE,,,,,
29,hu,s,kadai,k,ɑ,POS_VOT,22,,,,,,
32,hu,s,kadai,k,ɑ,POS_VOT,39,,,,,,
38,hu,s,kadai,k,ɑ,POS_VOT,39,,,,,,
50,hu,s,kadai,k,ɑ,,,,TRUE,NR,,,
51,hu,s,kadai,k,ɑ,POS_VOT,34,TRUE,,,,,
61,hu,s,kadai,k,ɑ,POS_VOT,39,,,,,,
67,hu,s,kadai,k,ɑ,POS_VOT,30,,,,,,
78,hu,s,kadai,k,ɑ,POS_VOT,24,,,,,,
79,hu,s,kadai,k,ɑ,POS_VOT,38,,,,,,
82,hu,s,kadai,k,ɑ,POS_VOT,25,,,,,,
165,hu,s,kadai,k,ɑ,POS_VOT,22,,,,,,
2,hu,s,kadai,k,ɑ,,,,TRUE,NR,,,
6,hu,s,kadai,k,ɑ,POS_VOT,22,,,,,,
50,hu,s,kadai,k,ɑ,POS_VOT,39,TRUE,,,,,
51,hu,s,kadai,k,ɑ,POS_VOT,17,,,,,,
61,hu,s,kadai,k,ɑ,POS_VOT,55,TRUE,,,,,
67,hu,s,kadai,k,ɑ,POS_VOT,36,,,,,,
4,hu,q,kanok,k,ɑ,POS_VOT,33,,,,,,
38,hu,c,kanári,k,ɑ,POS_VOT,39,,,,,,
49,hu,q,kandidátus,k,ɑ,POS_VOT,11,FALSE,,,,,
165,hu,c,kandidját,k,ɑ,POS_VOT,21,TRUE,,,,,
14,hu,q,kandó,k,ɑ,POS_VOT,44,,,,,,
165,hu,c,kánonja,k,aː,POS_VOT,45,,,,,,
50,hu,q,kántoraik,k,aː,POS_VOT,56,FALSE,,,,,
4,hu,q,kanyarban,k,ɑ,POS_VOT,38,TRUE,,,,,
1,hu,c,kanyarodik,k,ɑ,POS_VOT,31,,,,,,
1,hu,c,kanyarodjon,k,ɑ,POS_VOT,12,FALSE,,,,,
3,hu,c,kap,k,ɑ,POS_VOT,39,TRUE,,,,,
67,hu,c,kap,k,ɑ,POS_VOT,22,,,,,,
78,hu,c,kap,k,ɑ,POS_VOT,31,,,,,,
165,hu,c,kap,k,ɑ,POS_VOT,55,TRUE,,,,,
3,hu,q,kap,k,ɑ,POS_VOT,38,,,,,,
38,hu,q,kap,k,ɑ,POS_VOT,40,,,,,,
78,hu,q,kap,k,ɑ,POS_VOT,36,,,,,,
45,hu,q,kap,k,ɑ,POS_VOT,42,,,,,,
78,hu,q,kap,k,ɑ,POS_VOT,23,,,,,,
51,hu,c,kapálni,k,ɑ,,,,TRUE,VA,-43,35,
51,hu,c,kapálni,k,ɑ,POS_VOT,38,,,,,,
149,hu,c,kapásból,k,ɑ,POS_VOT,50,FALSE,,,,,
149,hu,q,kapásból,k,ɑ,POS_VOT,34,,,,,,
52,hu,s,kapaszkodnia,k,ɑ,POS_VOT,23,,,,,,
52,hu,q,kapaszkodókat,k,ɑ,POS_VOT,21,TRUE,,,,,
23,hu,c,kapaszkodunk,k,ɑ,POS_VOT,22,,,,,,
147,hu,c,kapcsán,k,ɑ,POS_VOT,41,,,,,,
165,hu,c,kapcsán,k,ɑ,POS_VOT,17,,,,,,
2,hu,q,kapcsán,k,ɑ,POS_VOT,34,TRUE,,,,,
61,hu,q,kapcsán,k,ɑ,POS_VOT,36,TRUE,,,,,
82,hu,q,kapcsán,k,ɑ,POS_VOT,43,,,,,,
165,hu,s,kapcsán,k,ɑ,POS_VOT,34,,,,,,
2,hu,q,kapcsán,k,ɑ,POS_VOT,39,TRUE,,,,,
2,hu,q,kapcsán,k,ɑ,POS_VOT,29,TRUE,,,,,
51,hu,c,kapcsolat,k,ɑ,POS_VOT,30,,,,,,
2,hu,q,kapcsolat,k,ɑ,POS_VOT,39,,,,,,
50,hu,s,kapcsolat,k,ɑ,POS_VOT,39,,,,,,
79,hu,s,kapcsolat,k,ɑ,POS_VOT,55,FALSE,,,,,
50,hu,s,kapcsolat,k,ɑ,POS_VOT,28,,,,,,
60,hu,q,kapcsolata,k,ɑ,POS_VOT,33,,,,,,
49,hu,q,kapcsolatai,k,ɑ,POS_VOT,44,TRUE,,,,,
165,hu,s,kapcsolataik,k,ɑ,POS_VOT,16,TRUE,,,,,
165,hu,s,kapcsolatairól,k,ɑ,POS_VOT,17,,,,,,
2,hu,c,kapcsolatba,k,ɑ,POS_VOT,21,TRUE,,,,,
14,hu,q,kapcsolatba,k,ɑ,POS_VOT,27,TRUE,,,,,
47,hu,q,kapcsolatba,k,ɑ,POS_VOT,31,,,,,,
24,hu,s,kapcsolatba,k,ɑ,POS_VOT,33,,,,,,
38,hu,s,kapcsolatba,k,ɑ,POS_VOT,32,TRUE,,,,,
38,hu,s,kapcsolatba,k,ɑ,POS_VOT,28,TRUE,,,,,
67,hu,c,kapcsolatban,k,ɑ,POS_VOT,42,,,,,,
165,hu,c,kapcsolatban,k,ɑ,POS_VOT,35,,,,,,
7,hu,q,kapcsolatban,k,ɑ,POS_VOT,30,TRUE,,,,,
32,hu,q,kapcsolatban,k,ɑ,POS_VOT,31,,,,,,
61,hu,q,kapcsolatban,k,ɑ,POS_VOT,27,TRUE,,,,,
67,hu,q,kapcsolatban,k,ɑ,POS_VOT,50,FALSE,,,,,
165,hu,q,kapcsolatban,k,ɑ,POS_VOT,24,,,,,,
2,hu,s,kapcsolatban,k,ɑ,POS_VOT,44,TRUE,,,,,
3,hu,s,kapcsolatban,k,ɑ,POS_VOT,36,TRUE,,,,,
7,hu,s,kapcsolatban,k,ɑ,POS_VOT,54,TRUE,,,,,
29,hu,s,kapcsolatban,k,ɑ,,,,TRUE,NR,,,
50,hu,s,kapcsolatban,k,ɑ,POS_VOT,32,,,,,,
51,hu,s,kapcsolatban,k,ɑ,POS_VOT,28,,,,,,
61,hu,s,kapcsolatban,k,ɑ,POS_VOT,50,TRUE,,,,,
78,hu,s,kapcsolatban,k,ɑ,POS_VOT,38,TRUE,,,,,
147,hu,s,kapcsolatban,k,ɑ,POS_VOT,32,,,,,,
7,hu,q,kapcsolatban,k,ɑ,,,,TRUE,NV,,,
67,hu,q,kapcsolatban,k,ɑ,POS_VOT,22,,,,,,
7,hu,s,kapcsolatban,k,ɑ,POS_VOT,32,,,,,,
51,hu,s,kapcsolatban,k,ɑ,POS_VOT,25,,,,,,
78,hu,s,kapcsolatban,k,ɑ,POS_VOT,55,FALSE,,,,,
7,hu,s,kapcsolatban,k,ɑ,,,,TRUE,NR,,,
7,hu,s,kapcsolatban,k,ɑ,POS_VOT,40,TRUE,,,,,
78,hu,c,kapcsolatok,k,ɑ,POS_VOT,32,,,,,,
3,hu,s,kapcsolatok,k,ɑ,POS_VOT,50,FALSE,,,,,
6,hu,s,kapcsolatok,k,ɑ,POS_VOT,28,TRUE,,,,,
7,hu,s,kapcsolatok,k,ɑ,POS_VOT,41,,,,,,
3,hu,s,kapcsolatok,k,ɑ,,,,TRUE,NR,,,
1,hu,s,kapcsolatokat,k,ɑ,POS_VOT,28,,,,,,
50,hu,s,kapcsolatokat,k,ɑ,POS_VOT,39,,,,,,
61,hu,s,kapcsolatokat,k,ɑ,POS_VOT,36,,,,,,
82,hu,s,kapcsolatokat,k,ɑ,POS_VOT,30,,,,,,
147,hu,s,kapcsolatokat,k,ɑ,POS_VOT,48,FALSE,,,,,
67,hu,s,kapcsolatokban,k,ɑ,POS_VOT,39,TRUE,,,,,
61,hu,q,kapcsolatos,k,ɑ,POS_VOT,20,TRUE,,,,,
79,hu,q,kapcsolatos,k,ɑ,POS_VOT,23,,,,,,
78,hu,c,kapcsolatosan,k,ɑ,POS_VOT,51,FALSE,,,,,
45,hu,s,kapcsolatosan,k,ɑ,POS_VOT,29,,,,,,
61,hu,q,kapcsolatot,k,ɑ,POS_VOT,25,,,,,,
147,hu,q,kapcsolatot,k,ɑ,POS_VOT,26,,,,,,
165,hu,q,kapcsolatot,k,ɑ,POS_VOT,17,TRUE,,,,,
82,hu,q,kapcsolatra,k,ɑ,POS_VOT,20,,,,,,
82,hu,q,kapcsolatra,k,ɑ,POS_VOT,37,TRUE,,,,,
38,hu,s,kapcsolatú,k,ɑ,POS_VOT,44,TRUE,,,,,
47,hu,s,kapcsolba,k,ɑ,POS_VOT,33,,,,,,
49,hu,q,kapcsolódik,k,ɑ,POS_VOT,20,TRUE,,,,,
82,hu,q,kapcsolódik,k,ɑ,POS_VOT,27,TRUE,,,,,
67,hu,c,kapcsolódni,k,ɑ,POS_VOT,18,TRUE,,,,,
4,hu,c,kapcsolódó,k,ɑ,POS_VOT,19,TRUE,,,,,
4,hu,q,kapcsolódó,k,ɑ,POS_VOT,36,TRUE,,,,,
51,hu,q,kapcsolódó,k,ɑ,POS_VOT,39,,,,,,
67,hu,q,kapcsolódóan,k,ɑ,POS_VOT,33,,,,,,
7,hu,q,kapcsolódtak,k,ɑ,POS_VOT,29,,,,,,
60,hu,q,kapcsolódtam,k,ɑ,POS_VOT,44,,,,,,
67,hu,c,kaphatk,k,ɑ,POS_VOT,26,,,,,,
1,hu,r,kapható,k,ɑ,POS_VOT,33,,,,,,
2,hu,r,kapható,k,ɑ,POS_VOT,36,,,,,,
3,hu,r,kapható,k,ɑ,POS_VOT,40,,,,,,
4,hu,r,kapható,k,ɑ,POS_VOT,31,,,,,,
6,hu,r,kapható,k,ɑ,POS_VOT,31,,,,,,
7,hu,r,kapható,k,ɑ,POS_VOT,47,FALSE,,,,,
10,hu,r,kapható,k,ɑ,POS_VOT,28,,,,,,
14,hu,r,kapható,k,ɑ,POS_VOT,44,,,,,,
23,hu,r,kapható,k,ɑ,POS_VOT,24,,,,,,
24,hu,r,kapható,k,ɑ,POS_VOT,33,,,,,,
29,hu,r,kapható,k,ɑ,POS_VOT,34,,,,,,
32,hu,r,kapható,k,ɑ,POS_VOT,38,,,,,,
38,hu,r,kapható,k,ɑ,POS_VOT,25,,,,,,
45,hu,r,kapható,k,ɑ,POS_VOT,37,,,,,,
47,hu,r,kapható,k,ɑ,POS_VOT,59,TRUE,,,,,
49,hu,r,kapható,k,ɑ,POS_VOT,26,,,,,,
50,hu,r,kapható,k,ɑ,POS_VOT,29,,,,,,
51,hu,r,kapható,k,ɑ,POS_VOT,36,TRUE,,,,,
52,hu,r,kapható,k,ɑ,POS_VOT,32,TRUE,,,,,
60,hu,r,kapható,k,ɑ,POS_VOT,34,,,,,,
61,hu,r,kapható,k,ɑ,POS_VOT,21,,,,,,
67,hu,r,kapható,k,ɑ,POS_VOT,30,,,,,,
79,hu,r,kapható,k,ɑ,POS_VOT,38,,,,,,
82,hu,r,kapható,k,ɑ,POS_VOT,37,,,,,,
147,hu,r,kapható,k,ɑ,POS_VOT,22,,,,,,
149,hu,r,kapható,k,ɑ,POS_VOT,39,,,,,,
165,hu,r,kapható,k,ɑ,POS_VOT,29,,,,,,
51,hu,s,kaphattak,k,ɑ,POS_VOT,29,TRUE,,,,,
49,hu,c,kapitalizmus,k,ɑ,POS_VOT,16,TRUE,,,,,
2,hu,s,kapitány,k,ɑ,POS_VOT,31,,,,,,
51,hu,s,kapitány,k,ɑ,POS_VOT,24,,,,,,
2,hu,s,kapitány,k,ɑ,POS_VOT,30,TRUE,,,,,
51,hu,s,kapitánya,k,ɑ,POS_VOT,39,,,,,,
2,hu,s,kapitányk,k,ɑ,POS_VOT,14,FALSE,,,,,
10,hu,s,kapitányukk,k,ɑ,POS_VOT,32,,,,,,
47,hu,c,kapja,k,ɑ,POS_VOT,27,,,,,,
78,hu,c,kapja,k,ɑ,POS_VOT,45,,,,,,
23,hu,q,kapja,k,ɑ,POS_VOT,21,TRUE,,,,,
78,hu,q,kapja,k,ɑ,POS_VOT,32,,,,,,
47,hu,q,kapják,k,ɑ,POS_VOT,34,,,,,,
47,hu,c,kapjon,k,ɑ,POS_VOT,43,TRUE,,,,,
47,hu,q,kapjuk,k,ɑ,POS_VOT,50,FALSE,,,,,
24,hu,c,kapkodás,k,ɑ,POS_VOT,33,,,,,,
24,hu,c,kapkodom,k,ɑ,POS_VOT,34,,,,,,
149,hu,q,kapk,k,ɑ,POS_VOT,29,,,,,,
45,hu,c,kapni,k,ɑ,POS_VOT,35,TRUE,,,,,
49,hu,c,kapni,k,ɑ,POS_VOT,28,TRUE,,,,,
82,hu,c,kapni,k,ɑ,POS_VOT,25,TRUE,,,,,
51,hu,q,kapni,k,ɑ,POS_VOT,21,,,,,,
78,hu,q,kapni,k,ɑ,POS_VOT,38,,,,,,
51,hu,q,kapni,k,ɑ,POS_VOT,27,,,,,,
78,hu,c,kapod,k,ɑ,POS_VOT,46,FALSE,,,,,
10,hu,c,kapok,k,ɑ,POS_VOT,29,TRUE,,,,,
4,hu,q,kapok,k,ɑ,POS_VOT,34,,,,,,
61,hu,q,kapok,k,ɑ,POS_VOT,30,,,,,,
79,hu,q,kapok,k,ɑ,POS_VOT,34,TRUE,,,,,
61,hu,q,kapok,k,ɑ,POS_VOT,34,TRUE,,,,,
82,hu,c,kápol,k,aː,POS_VOT,65,TRUE,,,,,
147,hu,q,kapóra,k,ɑ,POS_VOT,36,,,,,,
32,hu,c,kapsz,k,ɑ,POS_VOT,38,,,,,,
78,hu,c,kapsz,k,ɑ,POS_VOT,36,,,,,,
79,hu,s,kapták,k,ɑ,POS_VOT,38,TRUE,,,,,
82,hu,s,kapták,k,ɑ,POS_VOT,34,,,,,,
165,hu,s,kaptak,k,ɑ,POS_VOT,35,TRUE,,,,,
4,hu,q,kaptam,k,ɑ,,,,TRUE,NR,,,
7,hu,q,kaptam,k,ɑ,POS_VOT,27,TRUE,,,,,
10,hu,q,kaptam,k,ɑ,POS_VOT,41,,,,,,
49,hu,q,kaptam,k,ɑ,POS_VOT,40,,,,,,
50,hu,q,kaptam,k,ɑ,POS_VOT,43,,,,,,
51,hu,q,kaptam,k,ɑ,POS_VOT,14,TRUE,,,,,
60,hu,q,kaptam,k,ɑ,POS_VOT,26,TRUE,,,,,
4,hu,q,kaptam,k,ɑ,POS_VOT,24,,,,,,
7,hu,q,kaptam,k,ɑ,POS_VOT,24,,,,,,
10,hu,q,kaptam,k,ɑ,POS_VOT,40,TRUE,,,,,
7,hu,q,kaptam,k,ɑ,POS_VOT,19,,,,,,
4,hu,q,kaptunk,k,ɑ,POS_VOT,21,,,,,,
6,hu,q,kaptunk,k,ɑ,POS_VOT,41,,,,,,
32,hu,q,kaptunk,k,ɑ,POS_VOT,17,TRUE,,,,,
45,hu,q,kaptunk,k,ɑ,POS_VOT,36,,,,,,
67,hu,q,kaptunk,k,ɑ,POS_VOT,48,FALSE,,,,,
45,hu,q,kaptunk,k,ɑ,POS_VOT,18,,,,,,
32,hu,q,kapu,k,ɑ,POS_VOT,24,TRUE,,,,,
45,hu,q,kapu,k,ɑ,POS_VOT,51,FALSE,,,,,
32,hu,s,kapuját,k,ɑ,POS_VOT,22,TRUE,,,,,
147,hu,q,kapukat,k,ɑ,POS_VOT,35,TRUE,,,,,
6,hu,s,kapukat,k,ɑ,POS_VOT,26,,,,,,
82,hu,s,kapukat,k,ɑ,POS_VOT,27,,,,,,
149,hu,s,kapukat,k,ɑ,POS_VOT,43,,,,,,
50,hu,s,kapun,k,ɑ,POS_VOT,37,,,,,,
149,hu,s,kapun,k,ɑ,POS_VOT,47,FALSE,,,,,
50,hu,s,kapun,k,ɑ,POS_VOT,48,FALSE,,,,,
82,hu,c,kapunk,k,ɑ,POS_VOT,37,,,,,,
47,hu,q,kapunk,k,ɑ,POS_VOT,46,FALSE,,,,,
45,hu,q,kaput,k,ɑ,POS_VOT,36,TRUE,,,,,
2,hu,s,kaput,k,ɑ,POS_VOT,30,,,,,,
45,hu,s,kaput,k,ɑ,POS_VOT,39,TRUE,,,,,
50,hu,s,kaput,k,ɑ,POS_VOT,43,,,,,,
78,hu,s,kaput,k,ɑ,POS_VOT,33,,,,,,
47,hu,c,kár,k,aː,POS_VOT,39,,,,,,
149,hu,q,kár,k,aː,POS_VOT,40,,,,,,
52,hu,c,kará,k,ɑ,POS_VOT,35,,,,,,
4,hu,c,karácsony,k,ɑ,,,,TRUE,NR,,,
52,hu,c,karácsony,k,ɑ,POS_VOT,26,,,,,,
67,hu,q,karácsony,k,ɑ,POS_VOT,26,TRUE,,,,,
4,hu,c,karácsony,k,ɑ,POS_VOT,28,,,,,,
4,hu,c,karácsony,k,ɑ,POS_VOT,20,TRUE,,,,,
4,hu,c,karácsonyfa,k,ɑ,POS_VOT,41,,,,,,
52,hu,c,karácsonyfán,k,ɑ,POS_VOT,29,,,,,,
52,hu,c,karácsonyfát,k,ɑ,POS_VOT,30,,,,,,
4,hu,c,karácsonyi,k,ɑ,POS_VOT,16,,,,,,
61,hu,senr,karan,k,ɑ,POS_VOT,32,,,,,,
67,hu,q,karák,k,ɑ,POS_VOT,30,,,,,,
1,hu,q,kardon,k,ɑ,POS_VOT,23,TRUE,,,,,
52,hu,s,kardot,k,ɑ,POS_VOT,53,TRUE,,,,,
32,hu,q,kardozik,k,ɑ,POS_VOT,39,,,,,,
32,hu,q,kardozik,k,ɑ,POS_VOT,30,,,,,,
2,hu,c,karikákat,k,ɑ,POS_VOT,34,,,,,,
49,hu,q,karikírozva,k,ɑ,POS_VOT,25,,,,,,
4,hu,c,karmelita,k,ɑ,POS_VOT,34,,,,,,
78,hu,q,karóhoz,k,ɑ,,,,TRUE,NR,,,
47,hu,q,káromoljak,k,aː,POS_VOT,31,,,,,,
47,hu,q,káromoljak,k,aː,POS_VOT,34,,,,,,
47,hu,q,káromoljak,k,aː,POS_VOT,34,,,,,,
2,hu,q,káros,k,aː,POS_VOT,33,,,,,,
51,hu,r,károsít,k,aː,POS_VOT,35,,,,,,
1,hu,r,károsíthatja,k,aː,POS_VOT,30,,,,,,
2,hu,r,károsíthatja,k,aː,POS_VOT,32,,,,,,
3,hu,r,károsíthatja,k,aː,POS_VOT,33,,,,,,
4,hu,r,károsíthatja,k,aː,POS_VOT,30,,,,,,
6,hu,r,károsíthatja,k,aː,POS_VOT,35,,,,,,
7,hu,r,károsíthatja,k,aː,POS_VOT,44,,,,,,
10,hu,r,károsíthatja,k,aː,POS_VOT,45,,,,,,
14,hu,r,károsíthatja,k,aː,POS_VOT,44,,,,,,
23,hu,r,károsíthatja,k,aː,POS_VOT,30,,,,,,
29,hu,r,károsíthatja,k,aː,POS_VOT,33,,,,,,
38,hu,r,károsíthatja,k,aː,POS_VOT,27,,,,,,
45,hu,r,károsíthatja,k,aː,POS_VOT,30,,,,,,
47,hu,r,károsíthatja,k,aː,POS_VOT,32,,,,,,
49,hu,r,károsíthatja,k,aː,POS_VOT,25,,,,,,
50,hu,r,károsíthatja,k,aː,POS_VOT,24,TRUE,,,,,
60,hu,r,károsíthatja,k,aː,POS_VOT,30,TRUE,,,,,
61,hu,r,károsíthatja,k,aː,POS_VOT,39,,,,,,
67,hu,r,károsíthatja,k,aː,POS_VOT,25,,,,,,
78,hu,r,károsíthatja,k,aː,POS_VOT,40,,,,,,
79,hu,r,károsíthatja,k,aː,POS_VOT,54,FALSE,,,,,
82,hu,r,károsíthatja,k,aː,POS_VOT,26,,,,,,
147,hu,r,károsíthatja,k,aː,POS_VOT,35,,,,,,
149,hu,r,károsíthatja,k,aː,POS_VOT,43,,,,,,
165,hu,r,károsíthatja,k,aː,POS_VOT,36,,,,,,
24,hu,r,károsítja,k,aː,POS_VOT,21,,,,,,
32,hu,r,károsítja,k,aː,POS_VOT,35,,,,,,
49,hu,r,károsítja,k,aː,POS_VOT,29,,,,,,
52,hu,r,károsítja,k,aː,POS_VOT,43,,,,,,
2,hu,q,kárpát,k,aː,POS_VOT,27,,,,,,
2,hu,q,kárpátokban,k,aː,POS_VOT,39,,,,,,
32,hu,q,karpe,k,ɑ,POS_VOT,27,,,,,,
60,hu,s,kárral,k,aː,POS_VOT,38,,,,,,
29,hu,c,karriert,k,ɑ,POS_VOT,34,,,,,,
1,hu,c,kárt,k,aː,POS_VOT,27,,,,,,
45,hu,c,kárt,k,aː,POS_VOT,32,,,,,,
165,hu,c,kárt,k,aː,POS_VOT,41,,,,,,
60,hu,q,kárt,k,aː,POS_VOT,44,,,,,,
1,hu,r,kártevők,k,aː,POS_VOT,17,,,,,,
2,hu,r,kártevőkre,k,aː,POS_VOT,27,TRUE,,,,,
3,hu,r,kártevőkre,k,aː,POS_VOT,30,,,,,,
4,hu,r,kártevőkre,k,aː,POS_VOT,18,,,,,,
6,hu,r,kártevőkre,k,aː,POS_VOT,36,,,,,,
7,hu,r,kártevőkre,k,aː,POS_VOT,34,,,,,,
10,hu,r,kártevőkre,k,aː,POS_VOT,28,,,,,,
14,hu,r,kártevőkre,k,aː,POS_VOT,46,TRUE,,,,,
23,hu,r,kártevőkre,k,aː,POS_VOT,28,,,,,,
24,hu,r,kártevőkre,k,aː,POS_VOT,27,,,,,,
29,hu,r,kártevőkre,k,aː,POS_VOT,18,,,,,,
32,hu,r,kártevőkre,k,aː,POS_VOT,29,,,,,,
38,hu,r,kártevőkre,k,aː,POS_VOT,38,,,,,,
45,hu,r,kártevőkre,k,aː,POS_VOT,31,,,,,,
47,hu,r,kártevőkre,k,aː,POS_VOT,41,,,,,,
49,hu,r,kártevőkre,k,aː,POS_VOT,23,,,,,,
50,hu,r,kártevőkre,k,aː,POS_VOT,33,,,,,,
51,hu,r,kártevőkre,k,aː,POS_VOT,32,,,,,,
52,hu,r,kártevőkre,k,aː,POS_VOT,30,,,,,,
60,hu,r,kártevőkre,k,aː,POS_VOT,32,,,,,,
61,hu,r,kártevőkre,k,aː,POS_VOT,29,,,,,,
67,hu,r,kártevőkre,k,aː,POS_VOT,24,,,,,,
78,hu,r,kártevőkre,k,aː,,,,TRUE,NR,,,
79,hu,r,kártevőkre,k,aː,POS_VOT,34,,,,,,
82,hu,r,kártevőkre,k,aː,POS_VOT,33,,,,,,
147,hu,r,kártevőkre,k,aː,POS_VOT,30,,,,,,
149,hu,r,kártevőkre,k,aː,POS_VOT,33,,,,,,
165,hu,r,kártevőkre,k,aː,POS_VOT,35,TRUE,,,,,
3,hu,q,kártyára,k,aː,POS_VOT,14,TRUE,,,,,
4,hu,c,kárvá,k,aː,POS_VOT,20,TRUE,,,,,
82,hu,c,kastélyszálló,k,ɑ,POS_VOT,29,,,,,,
32,hu,s,kaszáikat,k,ɑ,POS_VOT,27,,,,,,
47,hu,q,kaszinók,k,ɑ,POS_VOT,31,,,,,,
4,hu,q,katalin,k,ɑ,POS_VOT,17,,,,,,
149,hu,q,katalistk,k,ɑ,POS_VOT,34,,,,,,
61,hu,q,katasztrófa,k,ɑ,POS_VOT,21,,,,,,
3,hu,q,katasztrófákhoz,k,ɑ,POS_VOT,42,,,,,,
78,hu,c,kategória,k,ɑ,,,,TRUE,NR,,,
14,hu,q,kategória,k,ɑ,POS_VOT,27,,,,,,
78,hu,c,kategóriába,k,ɑ,POS_VOT,31,,,,,,
38,hu,q,kategóriába,k,ɑ,POS_VOT,24,,,,,,
78,hu,c,kategóriájába,k,ɑ,POS_VOT,24,,,,,,
147,hu,q,kategorikus,k,ɑ,POS_VOT,19,TRUE,,,,,
4,hu,c,katolikus,k,ɑ,POS_VOT,32,,,,,,
165,hu,c,katolikus,k,ɑ,POS_VOT,56,TRUE,,,,,
38,hu,q,katolikus,k,ɑ,POS_VOT,46,FALSE,,,,,
14,hu,q,kato,k,ɑ,POS_VOT,29,,,,,,
60,hu,q,kato,k,ɑ,POS_VOT,33,,,,,,
52,hu,s,kato,k,ɑ,POS_VOT,66,FALSE,,,,,
60,hu,s,kato,k,ɑ,POS_VOT,43,,,,,,
165,hu,s,katonáit,k,ɑ,POS_VOT,41,,,,,,
51,hu,s,katonáival,k,ɑ,POS_VOT,24,,,,,,
7,hu,s,katonája,k,ɑ,POS_VOT,42,TRUE,,,,,
67,hu,s,katonája,k,ɑ,POS_VOT,19,,,,,,
3,hu,s,katonák,k,ɑ,,,,TRUE,NR,,,
4,hu,s,katonák,k,ɑ,,,,TRUE,NR,,,
7,hu,s,katonák,k,ɑ,POS_VOT,22,,,,,,
14,hu,s,katonák,k,ɑ,POS_VOT,24,TRUE,,,,,
51,hu,s,katonák,k,ɑ,POS_VOT,31,,,,,,
52,hu,s,katonák,k,ɑ,POS_VOT,29,,,,,,
79,hu,s,katonák,k,ɑ,POS_VOT,49,TRUE,,,,,
165,hu,s,katonák,k,ɑ,POS_VOT,30,,,,,,
4,hu,s,katonák,k,ɑ,POS_VOT,30,TRUE,,,,,
7,hu,s,katonák,k,ɑ,POS_VOT,37,,,,,,
14,hu,s,katonák,k,ɑ,POS_VOT,15,TRUE,,,,,
51,hu,s,katonák,k,ɑ,POS_VOT,29,,,,,,
79,hu,s,katonák,k,ɑ,POS_VOT,33,,,,,,
7,hu,s,katonák,k,ɑ,POS_VOT,29,TRUE,,,,,
14,hu,s,katonák,k,ɑ,POS_VOT,24,TRUE,,,,,
51,hu,s,katonák,k,ɑ,POS_VOT,26,,,,,,
4,hu,s,katonákat,k,ɑ,POS_VOT,32,,,,,,
